municipio,agencias_bancarias_2024,agua_rede_geral_1991,agua_rede_geral_2000,agua_rede_geral_2010,agua_rede_geral_2022,casas_lotericas_2024,densidade_1991,densidade_2000,densidade_2010,densidade_2022,emprego_formal_estoque_2020,emprego_formal_estoque_2021,emprego_formal_estoque_2022,emprego_formal_estoque_2023,esgoto_rede_geral_1991,esgoto_rede_geral_2000,esgoto_rede_geral_2010,esgoto_rede_geral_2022,estabelecimentos_hospital_2023,estabelecimentos_ubs_2023,focos_queimadas_2022,focos_queimadas_2023,fonte,fpm_2019,fpm_2020,fpm_2021,fpm_2022,fpm_2023,fundeb_2019,fundeb_2020,fundeb_2021,fundeb_2022,fundeb_2023,icms_2019,icms_2020,icms_2021,icms_2022,icms_2023,ideb_anos_finais_2013,ideb_anos_finais_2015,ideb_anos_finais_2017,ideb_anos_finais_2019,ideb_anos_finais_2021,ideb_anos_finais_2023,idhm_1991,idhm_2000,idhm_2010,idhm_educacao_1991,idhm_educacao_2000,idhm_educacao_2010,idhm_longevidade_1991,idhm_longevidade_2000,idhm_longevidade_2010,idhm_renda_1991,idhm_renda_2000,idhm_renda_2010,ipva_2019,ipva_2020,ipva_2021,ipva_2022,ipva_2023,itr_2019,itr_2020,itr_2021,itr_2022,itr_2023,lixo_coletado_1991,lixo_coletado_2000,lixo_coletado_2010,lixo_coletado_2022,pib_per_capita_2017,pib_per_capita_2018,pib_per_capita_2019,pib_per_capita_2020,pib_per_capita_2021,pib_total_2017,pib_total_2018,pib_total_2019,pib_total_2020,pib_total_2021,pop_1991,pop_2000,pop_2010,pop_2022,taxa_alfabetizacao_2000,taxa_alfabetizacao_2010,taxa_alfabetizacao_2022,taxa_urbanizacao_1991,taxa_urbanizacao_2000,taxa_urbanizacao_2010,taxa_urbanizacao_2022,transferencias_total_2019,transferencias_total_2020,transferencias_total_2021,transferencias_total_2022,transferencias_total_2023,vab_agropecuaria_2017,vab_agropecuaria_2018,vab_agropecuaria_2019,vab_agropecuaria_2020,vab_agropecuaria_2021,vab_industria_2017,vab_industria_2018,vab_industria_2019,vab_industria_2020,vab_industria_2021,vab_servicos_2017,vab_servicos_2018,vab_servicos_2019,vab_servicos_2020,vab_servicos_2021,versao_extrator
filadelfia,,3.0,170.0,903.0,1421.0,,5.5,4.1,4.3,3.9,1.0,256.0,253.0,253.0,31.0,8.0,18.0,18.0,1.0,4.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,5258028.0,4930766.0,5944215.0,6442129.0,9592606.0,2843680.0,2514823.0,2539287.0,2689607.0,3030794.0,,,,,,,0.327,0.447,0.621,0.115,0.249,0.522,0.637,0.664,0.792,0.478,0.54,0.578,185240.0,228084.0,271037.0,290173.0,292783.0,66075.0,79623.0,41564.0,47472.0,59583.0,2.0,450.0,1213.0,1597.0,11038.01,11507.17,12581.62,13164.85,14543.77,98161.0,101689.0,111423.0,116825.0,129323.0,11029.0,8218.0,8505.0,7712.0,80.8,81.0,87.2,25.2,49.2,65.1,65.2,11395250.0,10815033.0,13692689.0,16220287.0,19704974.0,19602.0,18993.0,20253.0,26923.0,41004.0,5025.0,4774.0,5292.0,4696.0,4383.0,47269.0,52483.0,58323.0,60709.0,61559.0,9.0
formoso_do_araguaia,,3.0,1285.0,3090.0,4146.0,,1.3,1.4,1.4,1.4,1.0,1770.0,1855.0,2032.0,31.0,89.0,154.0,168.0,1.0,6.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),12095190.0,11569868.0,15388060.0,19421546.0,20097618.0,9665676.0,10366951.0,12713478.0,14361813.0,17462775.0,9338159.0,10698683.0,13676256.0,14865572.0,17675933.0,4.7,5.0,4.6,4.1,4.1,4.1,0.311,0.507,0.67,0.1,0.326,0.587,0.578,0.669,0.801,0.518,0.599,0.64,1083998.0,1216893.0,1426346.0,1677499.0,1980680.0,383624.0,539866.0,830110.0,1101276.0,2153137.0,546.0,2766.0,3760.0,4761.0,21202.77,18842.84,19872.82,24124.24,77025.73,396153.0,348253.0,366455.0,443862.0,1414038.0,17087.0,18817.0,18427.0,18881.0,85.6,87.1,89.8,45.7,70.5,72.4,71.2,22192753.0,22516981.0,28957915.0,34925158.0,39721616.0,124424.0,84938.0,91592.0,147425.0,1071674.0,30660.0,26974.0,26968.0,32974.0,41146.0,110961.0,113517.0,122828.0,126532.0,138498.0,9.0
goianorte,,3.0,231.0,593.0,648.0,,2.9,2.7,2.8,2.6,1.0,190.0,192.0,227.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3098861.0,3447559.0,3807688.0,4350032.0,5080410.0,2414247.0,2656180.0,3378140.0,3355267.0,4352369.0,,,,,,,0.309,0.416,0.621,0.107,0.203,0.497,0.537,0.663,0.805,0.511,0.534,0.598,261068.0,279754.0,334213.0,392242.0,515501.0,265066.0,298099.0,431181.0,617830.0,678644.0,,,,,11563.54,12416.37,12117.34,13445.69,17535.44,79242.0,74752.0,81045.0,108775.0,193502.0,5151.0,4839.0,4956.0,4738.0,77.5,83.2,86.4,30.5,46.6,55.7,60.7,9429873.0,9545962.0,11942947.0,14694177.0,15810967.0,43299.0,46004.0,36783.0,52031.0,95969.0,5349.0,5751.0,5184.0,5263.0,6681.0,72379.0,79083.0,87252.0,88650.0,95336.0,9.0
goiatins,,3.0,181.0,1167.0,1886.0,,2.8,1.7,1.9,1.9,1.0,331.0,375.0,416.0,31.0,5.0,24.0,62.0,1.0,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),8063460.0,7713245.0,10258707.0,12947697.0,13398412.0,11107847.0,11107832.0,13296371.0,20008373.0,23890358.0,3291159.0,3584044.0,3811714.0,7823896.0,6828188.0,,,,,,,0.264,0.347,0.576,0.076,0.144,0.462,0.553,0.636,0.765,0.438,0.458,0.541,253347.0,281899.0,355529.0,355562.0,433436.0,133765.0,206316.0,246994.0,213229.0,264447.0,,,,,23522.37,25283.77,26899.8,27936.38,33344.81,150014.0,160693.0,157756.0,176071.0,230924.0,18164.0,11036.0,12064.0,12433.0,67.2,74.7,82.3,17.5,38.4,41.0,55.1,19338076.0,19055065.0,23820195.0,33197361.0,37558824.0,45133.0,44266.0,48976.0,52320.0,146991.0,41054.0,33304.0,38572.0,36024.0,38560.0,138165.0,151421.0,169964.0,176304.0,188012.0,9.0
guarai,,3.0,1866.0,4378.0,6164.0,,9.9,9.5,10.2,11.8,1.0,2584.0,2523.0,2745.0,31.0,21.0,625.0,4317.0,1.0,7.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),14111055.0,13498179.0,17952737.0,22658470.0,23447221.0,10922188.0,11313986.0,14803475.0,16141141.0,18895758.0,16136536.0,19070870.0,22694238.0,25883115.0,34945396.0,,,,,,,0.417,0.559,0.741,0.215,0.408,0.67,0.588,0.713,0.839,0.573,0.602,0.724,2234522.0,2511958.0,2815634.0,3199500.0,3905629.0,302697.0,306098.0,183864.0,227663.0,304138.0,2504.0,4154.0,6238.0,8037.0,26149.86,25621.38,26858.47,29056.66,29950.02,603161.0,649211.0,697324.0,730955.0,880403.0,20822.0,20018.0,23200.0,24775.0,85.6,88.8,92.3,70.0,87.9,91.1,91.7,25397891.0,25170306.0,32974234.0,39080255.0,42657709.0,40666.0,39305.0,44094.0,87765.0,135884.0,298473.0,150831.0,181193.0,206233.0,207473.0,529390.0,579766.0,626851.0,657079.0,707307.0,9.0
gurupi,,3.0,3278.0,11097.0,19633.0,,30.8,35.3,41.8,46.2,1.0,11753.0,12422.0,14523.0,31.0,59.0,4045.0,12082.0,4.0,16.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),28222110.0,26996358.0,35905473.0,45316940.0,46894441.0,34342317.0,36765096.0,49290393.0,60345692.0,66658467.0,46299526.0,47425562.0,60034167.0,70758742.0,80404326.0,3.8,4.1,4.4,4.6,4.7,4.5,0.497,0.61,0.759,0.281,0.442,0.706,0.658,0.778,0.843,0.662,0.659,0.736,11665049.0,12734848.0,14530909.0,16637581.0,20321119.0,124776.0,128855.0,156692.0,212701.0,250263.0,7417.0,15039.0,22257.0,29958.0,18756.78,15572.18,16485.3,18087.73,22879.08,2236415.0,2196701.0,2327205.0,2543765.0,2648420.0,56752.0,65034.0,76755.0,85125.0,91.2,93.6,95.6,92.5,97.6,97.7,97.7,62861034.0,64034758.0,85447477.0,106022649.0,113832628.0,16287.0,9063.0,10345.0,13260.0,20271.0,1099.0,1243.0,1230.0,1301.0,1536.0,13821.0,15420.0,16323.0,17331.0,20278.0,9.0
ipueiras,,3.0,99.0,361.0,321.0,,,,,,1.0,85.0,82.0,103.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1436507.0,1465610.0,1810338.0,2682977.0,2466272.0,1105556.0,1081400.0,1329249.0,1468077.0,1488525.0,,,,,,,0.16,0.384,0.62,0.016,0.187,0.518,0.607,0.659,0.797,0.424,0.458,0.576,54295.0,71312.0,67055.0,89509.0,92350.0,39728.0,46222.0,53269.0,47302.0,55280.0,,,,,13191.76,13359.5,14328.97,16096.71,24931.04,36670.0,30786.0,33218.0,37116.0,47772.0,,,,,81.8,84.2,83.8,,,,,7537779.0,7308507.0,9565348.0,12453033.0,12572758.0,26910.0,25293.0,23053.0,37779.0,91064.0,2775.0,2881.0,3190.0,2743.0,3966.0,43152.0,46345.0,49441.0,52200.0,57114.0,9.0
itacaja,,3.0,221.0,930.0,1374.0,,4.6,2.2,2.3,2.2,1.0,182.0,204.0,225.0,31.0,1.0,350.0,736.0,1.0,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3838104.0,3946649.0,4816003.0,5414729.0,6513875.0,3979793.0,3265355.0,7278719.0,7185783.0,6281357.0,,,,,,,0.311,0.426,0.612,0.111,0.218,0.491,0.613,0.662,0.798,0.44,0.536,0.585,248525.0,315709.0,331691.0,405155.0,459685.0,144653.0,146597.0,96869.0,142226.0,149611.0,190.0,759.0,1230.0,1557.0,9940.87,10919.91,11702.49,12486.84,14240.76,98358.0,99047.0,106507.0,119953.0,186260.0,13933.0,6815.0,7104.0,6819.0,72.1,81.8,86.6,22.8,53.2,60.1,59.9,10051912.0,9896234.0,12618705.0,15285985.0,16715942.0,11600.0,12029.0,12856.0,15753.0,22952.0,1530.0,3744.0,2950.0,2680.0,2905.0,34700.0,37525.0,41445.0,42660.0,45036.0,9.0
itaguatins,,3.0,98.0,766.0,1144.0,,15.2,8.7,8.2,7.1,1.0,126.0,119.0,136.0,31.0,2.0,284.0,543.0,,3.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,5076355.0,5053826.0,6145186.0,9635498.0,10029119.0,1107639.0,1174044.0,1844550.0,1531503.0,1630073.0,,,,,,,0.258,0.378,0.616,0.076,0.176,0.511,0.519,0.659,0.799,0.433,0.466,0.572,82150.0,97641.0,122772.0,134965.0,188517.0,9432.0,9010.0,8511.0,9995.0,9496.0,107.0,260.0,797.0,1013.0,18580.78,18899.51,19695.92,30330.42,44971.71,59446.0,64384.0,68623.0,72823.0,82611.0,11080.0,6386.0,6029.0,5172.0,70.8,75.2,82.4,14.3,51.2,56.3,56.0,11152838.0,10864016.0,13858312.0,19372595.0,20090683.0,31306.0,31038.0,29738.0,67318.0,117489.0,1704.0,1707.0,2038.0,2664.0,3829.0,23094.0,24697.0,27563.0,28240.0,31230.0,9.0
itapiratins,,3.0,77.0,380.0,312.0,,,,,,1.0,139.0,154.0,152.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2289307.0,2842243.0,3436624.0,3373261.0,3966307.0,1968281.0,2154886.0,2581159.0,2991397.0,3611812.0,,,,,,,0.258,0.382,0.601,0.071,0.195,0.446,0.594,0.657,0.796,0.406,0.434,0.611,142815.0,159769.0,188762.0,232731.0,304924.0,67231.0,88881.0,137536.0,158420.0,334093.0,,,,,17545.49,17713.96,19169.74,23234.14,29013.31,70087.0,71024.0,74392.0,115104.0,171522.0,,,,,75.3,80.9,84.1,,,,,8420580.0,8729856.0,11277224.0,13256451.0,14352007.0,18469.0,17329.0,18720.0,24498.0,37274.0,1446.0,1017.0,1153.0,1684.0,1269.0,15592.0,16823.0,18193.0,19325.0,21693.0,9.0
itapora,,3.0,100.0,440.0,512.0,,3.8,2.6,2.5,2.5,1.0,225.0,235.0,256.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1383676.0,1677801.0,1974831.0,2219775.0,2194130.0,1870767.0,1939410.0,2866738.0,3121523.0,3072821.0,,,,,,,0.35,0.515,0.65,0.134,0.31,0.531,0.666,0.762,0.842,0.481,0.578,0.613,98841.0,109537.0,123459.0,148536.0,164610.0,76303.0,83480.0,110801.0,108384.0,137551.0,31.0,254.0,462.0,557.0,15287.52,15599.99,16629.59,20306.14,25054.97,43250.0,43133.0,46525.0,56227.0,69980.0,3652.0,2522.0,2445.0,2404.0,77.7,81.2,88.7,35.9,61.5,63.9,65.5,7522181.0,7558451.0,9787659.0,12051306.0,12382962.0,20769.0,20587.0,20638.0,33215.0,46737.0,1215.0,1690.0,1872.0,2091.0,2379.0,25054.0,26518.0,29523.0,30810.0,32832.0,9.0
jau_do_tocantins,,3.0,364.0,585.0,652.0,,,,,,1.0,144.0,153.0,167.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3402250.0,3791078.0,4410538.0,5247210.0,5526311.0,1884748.0,2395505.0,2565034.0,2269473.0,2631340.0,,,,,,,0.311,0.471,0.662,0.091,0.265,0.529,0.649,0.715,0.815,0.508,0.55,0.672,127709.0,154688.0,198075.0,186549.0,233415.0,163771.0,152887.0,226015.0,251059.0,323054.0,,,,,15986.78,13868.02,13955.91,16441.82,20420.86,58414.0,59576.0,64007.0,78747.0,97865.0,,,,,77.5,86.6,89.5,,,,,9630145.0,9742778.0,12339679.0,15223143.0,15900993.0,12244.0,7607.0,5830.0,8791.0,15719.0,918.0,727.0,782.0,880.0,1026.0,15673.0,16237.0,17855.0,18985.0,20047.0,9.0
juarina,,3.0,215.0,314.0,359.0,,,,,,1.0,32.0,45.0,52.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1467624.0,1538209.0,1992097.0,2782830.0,4036796.0,1023355.0,1215562.0,1298275.0,1629286.0,2425390.0,,,,,,,0.177,0.448,0.584,0.024,0.286,0.478,0.565,0.652,0.742,0.407,0.481,0.563,62819.0,72384.0,92219.0,132952.0,165738.0,36197.0,42732.0,18711.0,27778.0,31386.0,,,,,41188.1,37166.25,39491.41,76056.83,71373.6,35635.0,30537.0,30605.0,35909.0,44395.0,,,,,86.8,84.8,86.5,,,,,7565697.0,7377840.0,9712656.0,12533477.0,14119408.0,214481.0,198870.0,190998.0,572062.0,507608.0,68349.0,35787.0,36500.0,50904.0,48546.0,74162.0,83556.0,90453.0,96278.0,105985.0,9.0
lagoa_da_confusao,,3.0,603.0,1303.0,3232.0,,,,,,1.0,1757.0,1886.0,2168.0,31.0,1.0,9.0,64.0,1.0,4.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),8063460.0,7713245.0,12823383.0,16184621.0,16748015.0,8329916.0,9586867.0,12243366.0,15866745.0,17887941.0,12264428.0,13212420.0,17442548.0,20081412.0,22173981.0,3.9,3.7,3.5,3.9,4.2,3.7,0.332,0.479,0.627,0.14,0.281,0.496,0.541,0.659,0.787,0.484,0.595,0.63,781412.0,886949.0,1032178.0,1315715.0,1792210.0,327458.0,553050.0,998527.0,1226797.0,1875532.0,,,,,9214.29,9387.56,10586.84,18051.81,20006.44,527537.0,484425.0,527487.0,1040153.0,998445.0,,,,,80.3,86.5,92.8,,,,,16753872.0,17881142.0,26085434.0,33310283.0,36517922.0,6941.0,5616.0,6603.0,37279.0,42219.0,845.0,839.0,1022.0,1105.0,1450.0,24094.0,26339.0,29824.0,31291.0,35171.0,9.0
lagoa_do_tocantins,,3.0,353.0,661.0,754.0,,,,,,1.0,45.0,62.0,88.0,,,,,,,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2900252.0,3517384.0,4603346.0,5411149.0,5603504.0,1134558.0,1171357.0,1371402.0,1573852.0,1451811.0,4.0,3.6,4.3,3.8,4.0,4.2,0.224,0.317,0.579,0.062,0.139,0.471,0.515,0.628,0.758,0.352,0.364,0.543,71789.0,86333.0,127449.0,151490.0,170137.0,19298.0,24529.0,60383.0,54753.0,55310.0,,,,,20766.32,21783.18,21867.03,21123.49,20132.79,38617.0,39775.0,45693.0,79302.0,89429.0,,,,,79.4,77.4,85.7,,,,,8984240.0,9341251.0,12367236.0,15191415.0,15710573.0,1997.0,1486.0,1650.0,2853.0,4020.0,10707.0,9728.0,9359.0,6741.0,5146.0,29393.0,31410.0,37576.0,38858.0,37291.0,9.0
lajeado,,3.0,371.0,546.0,805.0,,,,,,1.0,272.0,278.0,298.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3610891.0,3826663.0,4896197.0,5445280.0,6105328.0,20988195.0,19301323.0,18688009.0,18438007.0,18536370.0,,,,,,,0.403,0.506,0.675,0.199,0.331,0.573,0.64,0.666,0.798,0.513,0.589,0.673,133822.0,173209.0,193353.0,211658.0,246998.0,6052.0,7869.0,9386.0,12899.0,15475.0,,,,,12735.67,12541.38,13398.03,15411.81,19087.53,64209.0,67550.0,68531.0,66898.0,64405.0,,,,,86.9,90.3,93.6,,,,,9680060.0,9632512.0,12608169.0,15182228.0,16172267.0,6050.0,5527.0,6068.0,9680.0,14773.0,861.0,862.0,846.0,907.0,1063.0,12997.0,13752.0,14939.0,15432.0,17536.0,9.0
lavandeira,,3.0,147.0,297.0,379.0,,,,,,1.0,27.0,30.0,35.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,866232.0,991121.0,1253443.0,1400794.0,1894590.0,1170325.0,1078991.0,1618395.0,1922784.0,1670213.0,,,,,,,0.305,0.431,0.66,0.129,0.299,0.62,0.537,0.674,0.775,0.41,0.398,0.598,44717.0,44275.0,48872.0,60331.0,59481.0,19242.0,24060.0,88644.0,83111.0,84066.0,,,,,9031.33,11333.51,10372.38,13910.28,17797.6,23879.0,23728.0,25764.0,30115.0,37870.0,,,,,69.5,77.5,80.9,,,,,6946901.0,6811751.0,9043755.0,11206539.0,12029838.0,6095.0,11473.0,8411.0,17748.0,29042.0,647.0,862.0,956.0,1448.0,1793.0,21777.0,24017.0,23753.0,24941.0,27660.0,9.0
lizarda,,3.0,35.0,324.0,604.0,,0.7,0.7,0.7,0.5,1.0,110.0,109.0,133.0,31.0,4.0,7.0,7.0,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2061614.0,2374011.0,2715572.0,2686106.0,2972495.0,1378110.0,1453770.0,2097749.0,2048174.0,2458837.0,,,,,,,0.306,0.388,0.57,0.108,0.198,0.415,0.565,0.652,0.765,0.469,0.451,0.584,44728.0,36958.0,88371.0,69128.0,69960.0,80136.0,103512.0,166768.0,178230.0,180926.0,1.0,250.0,236.0,567.0,11261.37,11009.92,14694.91,38476.33,22243.61,34202.0,42478.0,38793.0,51927.0,66332.0,4166.0,3787.0,3725.0,2999.0,74.5,77.6,83.3,23.6,38.2,69.3,72.8,8205788.0,8276221.0,10585361.0,12589014.0,13205007.0,4785.0,2402.0,5754.0,77690.0,26177.0,2194.0,1516.0,1419.0,1219.0,1327.0,18777.0,20781.0,22970.0,24437.0,26608.0,9.0
luzinopolis,,3.0,334.0,571.0,666.0,,,,,,1.0,84.0,82.0,95.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1848661.0,1832202.0,2451637.0,2948825.0,3909748.0,1183952.0,1267572.0,1722022.0,1515921.0,1451284.0,,,,,,,0.28,0.454,0.639,0.112,0.334,0.605,0.487,0.59,0.726,0.401,0.476,0.593,82777.0,71540.0,97045.0,131967.0,136497.0,1987.0,1986.0,5200.0,45541.0,112325.0,,,,,23812.56,24744.08,28400.73,39983.66,47323.84,34212.0,33690.0,45672.0,121354.0,71180.0,,,,,82.5,81.8,87.0,,,,,7913704.0,7632131.0,10159411.0,12718410.0,14073537.0,58456.0,57891.0,71392.0,128280.0,159191.0,3798.0,5671.0,6845.0,4843.0,8165.0,30590.0,33856.0,36207.0,38359.0,42585.0,9.0
marianopolis,,3.0,461.0,846.0,1036.0,,1.1,1.6,2.1,2.2,1.0,318.0,374.0,621.0,,,,,1.0,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3825919.0,4098519.0,5296916.0,5728737.0,7422155.0,3103880.0,3728283.0,6246634.0,6387793.0,6074762.0,,,,,,,0.321,0.497,0.631,0.135,0.311,0.504,0.541,0.656,0.792,0.454,0.6,0.63,227710.0,214027.0,266378.0,339297.0,417795.0,285120.0,697374.0,1126589.0,1155014.0,2421323.0,,,,,48304.22,51439.31,69269.29,83358.45,91006.23,120349.0,126046.0,146974.0,210074.0,252331.0,2333.0,3332.0,4352.0,4615.0,85.4,82.0,91.4,59.8,59.1,54.8,55.9,10176926.0,10596232.0,14127664.0,16610269.0,19895437.0,85865.0,92993.0,132369.0,170522.0,192768.0,3623.0,4167.0,5059.0,5114.0,6237.0,18624.0,19666.0,21164.0,22947.0,26142.0,9.0
mateiros,,3.0,136.0,358.0,464.0,,,,,,1.0,270.0,271.0,295.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1712127.0,1684768.0,2046578.0,2494272.0,3189926.0,4178190.0,5214245.0,9339414.0,4745379.0,6619537.0,,,,,,,0.147,0.281,0.607,0.014,0.076,0.463,0.649,0.725,0.823,0.347,0.404,0.586,87704.0,76005.0,118098.0,112615.0,166275.0,107123.0,105036.0,124730.0,143818.0,175237.0,,,,,9746.08,10710.82,12241.54,13798.2,16112.55,126267.0,135697.0,185919.0,227485.0,252360.0,,,,,64.7,73.6,83.2,,,,,7881715.0,7587254.0,9873560.0,12361639.0,13416527.0,4620.0,5789.0,7294.0,11159.0,14513.0,737.0,750.0,913.0,951.0,1106.0,21591.0,23596.0,26473.0,27099.0,31513.0,9.0
maurilandia,,3.0,461.0,846.0,1036.0,,1.1,1.6,2.1,2.2,1.0,318.0,374.0,621.0,,,,,1.0,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3825919.0,4098519.0,5296916.0,5728737.0,7422155.0,3103880.0,3728283.0,6246634.0,6387793.0,6074762.0,,,,,,,0.321,0.497,0.631,0.135,0.311,0.504,0.541,0.656,0.792,0.454,0.6,0.63,227710.0,214027.0,266378.0,339297.0,417795.0,285120.0,697374.0,1126589.0,1155014.0,2421323.0,,,,,48304.22,51439.31,69269.29,83358.45,91006.23,120349.0,126046.0,146974.0,210074.0,252331.0,2333.0,3332.0,4352.0,4615.0,85.4,82.0,91.4,59.8,59.1,54.8,55.9,10176926.0,10596232.0,14127664.0,16610269.0,19895437.0,85865.0,92993.0,132369.0,170522.0,192768.0,3623.0,4167.0,5059.0,5114.0,6237.0,18624.0,19666.0,21164.0,22947.0,26142.0,9.0
miracema,,3.0,1672.0,4724.0,5037.0,,7.8,9.2,7.8,7.0,1.0,1958.0,1998.0,2351.0,31.0,19.0,44.0,74.0,1.0,8.0,1.0,1.0,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),12095190.0,11569868.0,15388060.0,19421546.0,20097618.0,10232154.0,10449184.0,12581982.0,14549992.0,14932421.0,24396005.0,22590742.0,22879238.0,22907014.0,25398803.0,,,,,,,0.46,0.58,0.684,0.217,0.382,0.579,0.666,0.759,0.82,0.672,0.674,0.675,1366150.0,1436324.0,1646740.0,1784517.0,2240455.0,243047.0,264195.0,391765.0,875840.0,1246790.0,,,,,16962.91,19596.06,21367.29,22672.97,28804.15,526569.0,525389.0,616822.0,591151.0,642003.0,20815.0,24444.0,20684.0,18566.0,85.3,89.0,90.7,75.5,83.6,86.7,82.8,22618876.0,22323418.0,28387765.0,34887146.0,36284746.0,33753.0,49169.0,40494.0,68485.0,111836.0,13408.0,13231.0,13502.0,13981.0,18110.0,74491.0,80734.0,90915.0,90716.0,96735.0,9.0
miranorte,,3.0,974.0,2461.0,3256.0,,10.6,11.4,12.2,12.3,,,,,31.0,4.0,75.0,42.0,1.0,4.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),8063460.0,7713245.0,10258707.0,12947697.0,13398412.0,8424086.0,8095987.0,9742878.0,11028094.0,12491727.0,5709686.0,6389302.0,7748845.0,8676265.0,11406470.0,,,,,,,0.432,0.508,0.662,0.228,0.314,0.571,0.583,0.684,0.804,0.606,0.612,0.633,993761.0,1071069.0,1320337.0,1575543.0,2016563.0,199220.0,176537.0,339643.0,583307.0,650498.0,,,,,30728.0,35767.0,6089.0,7185.0,7489.0,64917.0,71236.0,78210.0,144494.0,205037.0,10908.0,11802.0,12623.0,12701.0,81.6,86.3,90.8,76.6,90.7,87.4,89.7,16720381.0,16013932.0,20359654.0,24587612.0,26546333.0,,,,,,,,,,,,,,,,9.0
monte_do_carmo,,3.0,223.0,547.0,811.0,,1.8,1.4,1.9,1.6,1.0,565.0,381.0,450.0,31.0,33.0,21.0,5.0,1.0,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3528081.0,3623030.0,4400500.0,5950130.0,7293331.0,2825871.0,3697342.0,4762563.0,5514439.0,6201963.0,,,,,,,0.302,0.413,0.622,0.104,0.206,0.489,0.55,0.669,0.808,0.482,0.513,0.608,173860.0,196705.0,235793.0,282167.0,370554.0,282233.0,331664.0,501981.0,1105504.0,1055133.0,96.0,224.0,796.0,1009.0,16154.25,15874.45,16747.82,23078.0,32455.42,159484.0,175204.0,158477.0,230635.0,296288.0,6542.0,5193.0,6716.0,5694.0,79.6,80.6,85.6,33.7,44.8,42.9,49.4,9880009.0,9758245.0,12608763.0,16785457.0,18401085.0,14036.0,12785.0,14589.0,25797.0,43077.0,1002.0,829.0,947.0,1220.0,1550.0,15237.0,16568.0,16849.0,18184.0,21556.0,9.0
